Release Type,Name,Title,Foreign Title,Serial
Redump,Telly Addicts (Europe),Telly Addicts,,ULES-00983
Redump,Tenchi no Mon (Asia),Tenchi no Mon,天地の門,UCAS 40018
Redump,Tenchi no Mon (Japan),Tenchi no Mon,天地の門,UCJS 10010
Redump,Tenchi no Mon (Japan) (Taikenban),Tenchi no Mon,天地の門,UCJM 95402
Redump,Tenchi no Mon (Korea),Tenchi no Mon,"天地의門, 천지의 문",UCKS-45011
Redump,Tenchi no Mon 2 - Busouden (Asia),Tenchi no Mon 2: Busouden,天地之門2 武雙傳,UCAS 40156
Redump,Tenchi no Mon 2 - Busouden (Japan),Tenchi no Mon 2: Busouden,天地の門２ ～武双伝～,UCJS 10047
Redump,"Tenchu - Shadow Assassins (Europe) (En,Fr,De,Es,It)",Tenchu: Shadow Assassins,,ULES-01237
Redump,Tenchu - Shadow Assassins (USA),Tenchu: Shadow Assassins,,ULUS-10419
Redump,Tenchu - Shinobi Taizen (Japan),Tenchu: Shinobi Taizen,天誅 忍大全,ULJS 00018
Redump,Tenchu - Shinobi Taizen (Japan),Tenchu: Shinobi Taizen,天誅 忍大全,ULJS 19007
Redump,"Tenchu - Time of the Assassins (Europe) (En,Fr,De,Es,It)",Tenchu: Time of the Assassins,,ULES-00277
Redump,Tenchu 4 (Japan),Tenchu 4,天誅４,ULJM-05425
Redump,Tenchu 4 Plus (Japan),,,ULJM 08027
Redump,"Test Drive Unlimited (Europe) (En,Fr,De,Es,It)",Test Drive Unlimited,,ULES-00637
Redump,"Test Drive Unlimited (Europe) (En,Fr,De,Es,It)",Test Drive Unlimited,,ULES-00637#
Redump,Test Drive Unlimited (USA),Test Drive Unlimited,,ULUS-10249
Redump,Thrillville - Off the Rails (Europe),Thrillville: Off the Rails,,ULES-00889
Redump,"Thrillville - Off the Rails (Europe) (Es,It)",Thrillville: Off the Rails,,ULES-00888
Redump,"Thrillville - Off the Rails (Europe) (Fr,De)",Thrillville: Off the Rails,,ULES-00887
Redump,Thrillville - Off the Rails (Korea),Thrillville: Off the Rails,스릴빌: 오프 더 레일,ULKS 46115
Redump,Thrillville - Off the Rails (USA),Thrillville: Off the Rails,,ULUS-10306
Redump,"Thrillville (Europe) (En,Fr,De,Es,It)",Thrillville,,ULES-00646
Redump,Thrillville (USA),Thrillville,,ULUS-10191
Redump,Tiandi Zhi Men (Asia),Tiandi Zhi Men,天地之門,UCAS 40089
Redump,Tiger & Bunny - Hero's Day (Japan),Tiger & Bunny: Hero's Day,タイガー＆バニー　～ヒーローズ・デイ～,ULJS 00568
Redump,Tiger & Bunny - Hero's Day (Japan),Tiger & Bunny: Hero's Day,タイガー＆バニー　～ヒーローズ・デイ～,ULJS 00569
Redump,Tiger & Bunny - Hero's Day (Japan),Tiger & Bunny: Hero's Day,タイガー＆バニー　～ヒーローズ・デイ～,ULJS 00612
Redump,Tiger & Bunny - On-Air Jack! (Japan),Tiger & Bunny: On-Air Jack!,タイガー＆バニー　オンエアジャック！,ULJS 00498
Redump,Tiger Woods PGA Tour (Asia),Tiger Woods PGA Tour,,ULAS-42002
Redump,Tiger Woods PGA Tour (USA),Tiger Woods PGA Tour,,ULUS-10009
Redump,Tiger Woods PGA Tour 06 (Asia),Tiger Woods PGA Tour 06,,ULAS-42020
Redump,Tiger Woods PGA Tour 06 (Europe),Tiger Woods PGA Tour 06,,ULES-00153
Redump,"Tiger Woods PGA Tour 06 (Europe) (En,Fr,De)",Tiger Woods PGA Tour 06,,ULES-00154
Redump,Tiger Woods PGA Tour 06 (Japan),Tiger Woods PGA Tour 06,タイガー・ウッズ ＰＧＡ ＴＯＵＲ ０６,ULJM 05059
Redump,Tiger Woods PGA Tour 06 (USA),Tiger Woods PGA Tour 06,,ULUS-10028
Redump,Tiger Woods PGA Tour 07 (Europe),Tiger Woods PGA Tour 07,,ULES-00455
Redump,Tiger Woods PGA Tour 07 (France),Tiger Woods PGA Tour 07,,ULES-00456
Redump,Tiger Woods PGA Tour 07 (USA),Tiger Woods PGA Tour 07,,ULUS-10115
Redump,Tiger Woods PGA Tour 08 (Asia),,,ULAS 42108
Redump,Tiger Woods PGA Tour 08 (Europe),Tiger Woods PGA Tour 08,,ULES-00845
Redump,Tiger Woods PGA Tour 08 (France),Tiger Woods PGA Tour 08,,ULES-00846
Redump,Tiger Woods PGA Tour 08 (USA),Tiger Woods PGA Tour 08,,ULUS-10276
Redump,"Tiger Woods PGA Tour 09 (Europe) (En,Fr,De,Es,It)",Tiger Woods PGA Tour 09,,ULES-01120
Redump,Tiger Woods PGA Tour 09 (USA),Tiger Woods PGA Tour 09,,ULUS 10367
Redump,Tiger Woods PGA Tour 10 (Asia),,,ULAS 42160
Redump,Tiger Woods PGA Tour 10 (Europe),Tiger Woods PGA Tour 10,,ULES-01260
Redump,Tiger Woods PGA Tour 10 (USA),Tiger Woods PGA Tour 10,,ULUS-10420
Redump,Time Travelers (Japan),Time Travelers,タイムトラベラーズ,ULJM 06085
Redump,"TMNT (Europe) (En,Fr,De,Es,It)",TMNT,TMNT: Teenage Mutant Ninja Turtles,ULES-00759
Redump,"TMNT (Europe) (En,Fr,De,Es,It)",TMNT,TMNT: Teenage Mutant Ninja Turtles,ULES-00759/E
Redump,TMNT (USA),TMNT,,ULUS 10243
Redump,"TNA Impact! Cross the Line (Europe) (En,Fr,De,Es,It)",TNA Impact! Cross the Line,,ULES-01305#
Redump,"TNA Impact! Cross the Line (USA) (En,Fr)",TNA Impact! Cross the Line,,ULUS-10436
Redump,To Love Ru - Doki Doki! Rinkai Gakkou Hen (Japan),,,ULJS 00153
Redump,Toaru Kagaku no Railgun (Japan),Toaru Kagaku no Railgun,とある科学の超電磁砲,ULJS 00353
Redump,Toaru Majutsu no Index (Japan),Toaru Majutsu no Index,とある魔術の禁書目録,ULJS 00328
Redump,Toaru Majutsu no Index (Japan),Toaru Majutsu no Index,とある魔術の禁書目録,ULJS 00329
Redump,Toaru Majutsu to Kagaku no Ensemble (Japan),Toaru Majutsu to Kagaku no Ensemble,とある魔術と科学の群奏活劇,ULJS 00556
Redump,Tobidase! Trouble Hanafuda Douchuuki (Japan),Tobidase! Trouble Hanafuda Douchuuki,とびだせ！トラぶる花札道中記,ULJM 05207
Redump,"TOCA Race Driver 2 (Europe) (En,Fr,De,Es,It)",TOCA Race Driver 2,,ULES-00040
Redump,"TOCA Race Driver 3 Challenge (Europe) (En,Fr,De,Es,It)",TOCA Race Driver 3 Challenge,,ULES-00613
Redump,Togainu no Chi - T B P (Japan),Togainu no Chi: T B P,咎狗の血　Ｔ　Ｂ　Ｐ,ULJM 05795
Redump,ToHeart 2 - Dungeon Travelers (Japan) (NPJH-50771),,,ULJM 06267
Redump,ToHeart 2 - Dungeon Travelers (Japan) (ULJM-05873),,,ULJM 05873
Redump,ToHeart 2 Portable (Japan),ToHeart 2 Portable,トゥハート２ポータブル,ULJM 05485
Redump,ToHeart Portable (Japan),,,ULJM 05486
Redump,Toki no Kizuna - Hanayui Tsuzuri (Japan),Toki no Kizuna: Hanamusubi Tsuzuri,十鬼の絆 花結綴り,ULJM 06300
Redump,Toki no Kizuna - Sekigahara Kitan (Japan),,,ULJM 06129
Redump,Tokimeki Memorial 4 (Japan),Tokimeki Memorial 4,ときめきメモリアル４,ULJM 05541
Redump,Tokimeki Memorial Girl's Side Premium - 3rd Story (Japan),,,ULJM 05976
Redump,"Tokobot (Europe) (En,Fr,De,Es,It)",Tokobot,,ULES-00312
Redump,Tokobot (Korea),Tokobot,토코봇,ULKS 46100
Redump,Tokobot (USA),Tokobot,,ULUS-10061
Redump,Tokyo Mono Harashi - Karasu no Mori Gakuen Kitan (Japan),Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,東京鬼祓師 鴉乃杜學園奇譚,ULJM 05638
Redump,Tokyo Yamanote Boys Portable - Super Mint Disc (Japan),Tokyo Yamanote Boys Portable: Super Mint Disc,Ｔｏｋｙｏ ヤマノテ Ｂｏｙｓ Ｐｏｒｔａｂｌｅ Ｓｕｐｅｒ Ｍｉｎｔ Ｄｉｓｃ,ULJM 06172
Redump,"Tom Clancy's EndWar (Europe) (En,Fr,De,Es,It)",Tom Clancy's EndWar,,ULES-01068/E
Redump,Tom Clancy's EndWar (USA),Tom Clancy's EndWar,,ULUS-10358
Redump,"Tom Clancy's Ghost Recon - Advanced Warfighter 2 (Europe) (En,Fr,De,Es,It)",Tom Clancy's Ghost Recon: Advanced Warfighter 2,,ULES-00770
Redump,"Tom Clancy's Ghost Recon - Advanced Warfighter 2 (USA) (En,Fr,De,Es,It)",Tom Clancy's Ghost Recon: Advanced Warfighter 2,,ULUS-10237
Redump,"Tom Clancy's Ghost Recon - Advanced Warfighter 2 (USA) (En,Fr,De,Es,It)",Tom Clancy's Ghost Recon: Advanced Warfighter 2,,ULUS-10237GH
Redump,"Tom Clancy's Ghost Recon - Predator (Europe) (En,Fr,De,Es,It)",Tom Clancy's Ghost Recon: Predator,,ULES-01350
Redump,"Tom Clancy's Ghost Recon - Predator (USA) (En,Fr,Es)",Tom Clancy's Ghost Recon: Predator,,ULUS-10445
Redump,"Tom Clancy's Rainbow Six - Vegas (Europe) (En,Fr,De,Es,It)",Tom Clancy's Rainbow Six: Vegas,,ULES-00584
Redump,"Tom Clancy's Rainbow Six - Vegas (USA) (En,Fr,Es)",Tom Clancy's Rainbow Six: Vegas,,ULUS 10206
Redump,"Tom Clancy's Splinter Cell - Essentials (Europe) (En,Fr,De,Es,It) (v2.00)",Tom Clancy's Splinter Cell: Essentials,,ULES-00281#
Redump,"Tom Clancy's Splinter Cell - Essentials (Europe, Australia) (En,Fr,De,Es,It) (v1.02)",Tom Clancy's Splinter Cell: Essentials,,ULES-00281
Redump,Tom Clancy's Splinter Cell - Essentials (USA),Tom Clancy's Splinter Cell: Essentials,,ULUS-10070
Redump,Tomoyo After - It's a Wonderful Life - CS Edition (Japan) (v1.03),Tomoyo After: It's a Wonderful Life: CS Edition,智代アフター　～Ｉｔ＇ｓ　ａ　Ｗｏｎｄｅｒｆｕｌ　Ｌｉｆｅ～　ＣＳ Ｅｄｉｔｉｏｎ,ULJM 05411
Redump,Tomoyo After - It's a Wonderful Life - CS Edition (Japan) (v2.01),Tomoyo After: It's a Wonderful Life: CS Edition,智代アフター　～Ｉｔ＇ｓ　ａ　Ｗｏｎｄｅｒｆｕｌ　Ｌｉｆｅ～　ＣＳ Ｅｄｉｔｉｏｎ,ULJM 05411
Redump,Tony Hawk's Project 8 (Europe),Tony Hawk's Project 8,,ULES-00625
Redump,"Tony Hawk's Project 8 (Europe) (Fr,De,Es,It)",Tony Hawk's Project 8,,ULES-00626
Redump,Tony Hawk's Project 8 (USA) (v1.00),Tony Hawk's Project 8,,ULUS-10197
Redump,Tony Hawk's Project 8 (USA) (v2.03),Tony Hawk's Project 8,,ULUS-10197
Redump,Tony Hawk's Project 8 (USA) (v2.03),Tony Hawk's Project 8,,ULUS-10197GH
Redump,Tony Hawk's Underground 2 Remix (Europe),Tony Hawk's Underground 2 Remix,,ULES-00033
Redump,Tony Hawk's Underground 2 Remix (France),Tony Hawk's Underground 2 Remix,,ULES-00034
Redump,Tony Hawk's Underground 2 Remix (Germany),Tony Hawk's Underground 2 Remix,,ULES-00035/E
Redump,Tony Hawk's Underground 2 Remix (USA),Tony Hawk's Underground 2 Remix,,ULUS-10014
Redump,ToraDora Portable! (Japan),ToraDora Portable!,とらドラ・ポータブル!,ULJS 00186
Redump,Toriko - Gourmet Survival (Japan),Toriko: Gourmet Survival,トリコ　グルメサバイバル！,ULJS 00389
Redump,Toriko - Gourmet Survival! 2 (Japan),Toriko: Gourmet Survival! 2,トリコ グルメサバイバル！ ２,ULJS 00483
Redump,Toudai Shougi - Mejinsen Dojo (Japan),,,ULJM 05747
Redump,Toukiden (Japan),Toukiden,討鬼伝,ULJM 06290
Redump,Toukiden Kiwami (Japan),Toukiden Kiwami,討鬼伝　極,ULJM 06376
Redump,Transformers - Die Rache (Germany),Transformers: Die Rache,,ULES-01288
Redump,"Transformers - Revenge of the Fallen (Europe) (En,Fr)",Transformers: Revenge of the Fallen,,ULES-01286
Redump,"Transformers - Revenge of the Fallen (Europe) (Es,It)",Transformers: Revenge of the Fallen,Transformers: La Vendetta del Caduto / Transformers: La Venganza de los Caídos,ULES-01287/E
Redump,Transformers - Revenge of the Fallen (Korea),Transformers: Revenge of the Fallen,트랜스포머: 패자의 역습,ULKS-46207
Redump,Transformers - Revenge of the Fallen (Korea),Transformers: Revenge of the Fallen,트랜스포머: 패자의 역습,ULUS-10433
Redump,"Transformers - Revenge of the Fallen (USA) (En,Fr)",Transformers: Revenge of the Fallen,,ULUS-10433
Redump,Transformers - The Game (Europe),Transformers: The Game,,ULES-00823
Redump,"Transformers - The Game (Europe) (De,It)",Transformers: The Game,,ULES-00824
Redump,"Transformers - The Game (Europe) (Fr,Es)",Transformers: The Game,,ULES-00825
Redump,Transformers - The Game (USA),Transformers: The Game,,ULUS 10274
Redump,Transformers - The Game (USA),Transformers: The Game,,ULUS 10274GH
Redump,Traxxpad - Portable Studio (USA),"Traxxpad: ""Portable Studio""",,ULUS-10272
Redump,Trick x Logic - Season 1 (Japan),Trick x Logic: Season 1,TRICK×LOGIC Ｓｅａｓｏｎ１,UCJS 10097
Redump,Trick x Logic - Season 2 (Japan),Trick x Logic: Season 2,TRICK×LOGIC Ｓｅａｓｏｎ２,UCJS 10105
Redump,Tsukumonogatari (Japan),,,ULJM 05755
Redump,"Tube Mania (Europe) (Fr,Nl)",Tube Mania,,ULES-01168
Redump,Tube Mania (France),Tube Mania,,ULES-01131
Redump,Twelve - Sengoku Fuushinden (Japan),Twelve: Sengoku Fuushinden,Ｔｗｅｌｖｅ　～戦国封神伝～,ULJM 05031
Redump,Twelve - Sengoku Houshinden (Japan) (Beta) (2005-05-19),Twelve: Sengoku Houshinden,トゥエルブ　～戦国封神伝～,ULJP-00523
Redump,TwinBee Portable (Japan),TwinBee Portable,ツインビーポータブル,ULJM 05221
Redump,Twinkle Crusaders Starlit Brave (Japan),Twinkle Crusaders Starlit Brave,ティンクル☆くるせいだーず　スターリットブレイブ,ULJS 00313
Redump,"Twisted Metal - Head-On (Europe) (En,Fr,De,Es,It)",Twisted Metal: Head-On,,UCES-00018
Redump,Twisted Metal - Head-On (USA),Twisted Metal: Head-On,,UCUS-98601
Redump,Twisted Metal - Head-On (USA),Twisted Metal: Head-On,,UCUS-98601GH
Redump,UEFA Champions League 2006-2007 (Europe),UEFA Champions League 2006-2007,,ULES-00699
Redump,UEFA Champions League 2006-2007 (France),UEFA Champions League 2006-2007,,ULES-00706
Redump,UEFA Champions League 2006-2007 (Germany),UEFA Champions League 2006-2007,,ULES-00708
Redump,UEFA Champions League 2006-2007 (Italy),UEFA Champions League 2006-2007,,ULES-00707
Redump,UEFA Champions League 2006-2007 (Spain),UEFA Champions League 2006-2007,,ULES-00709
Redump,UEFA Champions League 2006-2007 (USA),UEFA Champions League 2006-2007,,ULUS-10221
Redump,"UEFA Euro 2008 - Austria-Switzerland (Europe) (En,Fr,De)",UEFA Euro 2008: Austria-Switzerland,,ULES-01025
Redump,"UEFA Euro 2008 - Austria-Switzerland (Europe) (Es,It)",UEFA Euro 2008: Austria-Switzerland,,ULES-01038
Redump,UEFA Euro 2008 - Austria-Switzerland (USA),UEFA Euro 2008: Austria-Switzerland,,ULUS-10337
Redump,"UFC Undisputed 2010 (Europe) (En,Fr,De,Es,It)",UFC Undisputed 2010,,ULES-01410
Redump,UFC Undisputed 2010 (USA),UFC Undisputed 2010,,ULUS-10508
Redump,Ultimate Block Party (USA),Ultimate Block Party,,ULUS-10043
Redump,"Ultimate Board Game Collection (Asia) (En,Fr,De,Es,It)",Ultimate Board Game Collection,,UCAS-40238
Redump,"Ultimate Board Game Collection (Europe) (En,Fr,De,Es,It)",Ultimate Board Game Collection,,ULES-01017
Redump,Ultimate Board Game Collection (USA),Ultimate Board Game Collection,,ULUS-10254
Redump,"Ultimate Ghosts'n Goblins (Europe) (En,Fr,De,Es,It)",Ultimate Ghosts'n Goblins,,ULES-00419
Redump,"Ultimate Ghosts'n Goblins (Europe) (En,Fr,De,Es,It)",Ultimate Ghosts'n Goblins,,ULES-00419/0990919
Redump,Ultimate Ghosts'n Goblins (Korea),Ultimate Ghosts'n Goblins,극마계촌,ULKS 46268
Redump,Ultimate Ghosts'n Goblins (USA),Ultimate Ghosts'n Goblins,,ULUS-10105
Redump,Ultraman All-Star Chronicle (Japan),Ultraman All-Star Chronicle,ウルトラマン　オールスタークロニクル,ULJS 00564
Redump,Umezawa Yukari no Yasashii Igo (Japan),Umezawa Yukari no Yasashii Igo,梅沢由香里のやさしい囲碁,ULJM 05805
Redump,Umihara Kawase Portable (Japan),Umihara Kawase Portable,海腹川背Portable,ULJS 00137
Redump,UnchainBlades EXXiV (Japan),UnchainBlades EXXiV,アンチェインブレイズ　エクシヴ,ULJM 06135
Redump,UnchainBlades Rexx (Japan),,,ULJM 05756
Redump,Undead Knights (Europe),Undead Knights,,ULES-01390
Redump,Undead Knights (Japan),,,ULJM 05530
Redump,Undead Knights (Japan),,,ULJM 06155
Redump,Undead Knights (USA),Undead Knights,,ULUS-10453
Redump,unENDing Bloody Call (Japan),unENDing Bloody Call,アンエンディング　ブラッディ　コール,ULJM 06079
Redump,"Untold Legends - Brotherhood of the Blade (Europe) (En,Fr,De,Es,It)",Untold Legends: Brotherhood of the Blade,,ULES-00046
Redump,Untold Legends - Brotherhood of the Blade (Korea),Untold Legends: Brotherhood of the Blade,언톨드레전드,ULKS 46015
Redump,Untold Legends - Brotherhood of the Blade (USA),Untold Legends: Brotherhood of the Blade,,ULUS-10003
Redump,"Untold Legends - The Warrior's Code (Europe) (En,Fr,De,Es,It)",Untold Legends: The Warrior's Code,,ULES-00301
Redump,Untold Legends - The Warrior's Code (Korea),Untold Legends: The Warrior's Code,언톨드 레전드： 더 워리어스 코드,ULKS 46069
Redump,Untold Legends - The Warrior's Code (USA),Untold Legends: The Warrior's Code,,ULUS-10086
Redump,Updater Test A0304 - Game (w) 1.50 + Updater (0304) 9999-9.99 (Japan),Updater Test A0304: Game (w) 1.50 + Updater (0304) 9999/9.99,アップデータテストA0304：ゲーム(w)1.50＋アップデータ(0304)9999/9.99,UTST-99332
Redump,Urakata Hakuouki - Akatsuki no Shirabe (Japan),Urakata Hakuouki: Akatsuki no Shirabe,裏語　薄桜鬼　～暁の調べ～,ULJM 06372
Redump,Urakata Hakuouki (Japan),Urakata Hakuouki,裏語 薄桜鬼,ULJM 06280
Redump,Urakata Hakuouki (Japan),Urakata Hakuouki,裏語 薄桜鬼,ULJM 06281
Redump,Uta no Prince-sama - All Star (Japan),Uta no Prince-sama: All Star,うたの☆プリンスさまっ♪Ａｌｌ　Ｓｔａｒ,ULJM 06185
Redump,Uta no Prince-sama - All Star After Secret (Japan),Uta no Prince-sama: All Star After Secret,うたの☆プリンスさまっ♪Ａｌｌ　Ｓｔａｒ　Ａｆｔｅｒ　Ｓｅｃｒｅｔ,ULJM 06381
Redump,Uta no Prince-sama - Amazing Aria (Japan),Uta no Prince-sama: Amazing Aria,うたの☆プリンスさまっ♪ −Ａｍａｚｉｎｇ　Ａｒｉａ−,ULJM 05785
Redump,Uta no Prince-sama - Debut (Japan),,,ULJM 05978
Redump,Uta no Prince-sama - Music (Japan),Uta no Prince-sama: Music,うたの☆プリンスさまっ♪MUSIC,ULJM 05977
Redump,Uta no Prince-sama - Music 2 (Japan),Uta no Prince-sama: Music 2,うたの☆プリンスさまっ♪ＭＵＳＩＣ２,ULJM 06292
Redump,Uta no Prince-sama - Repeat (Japan),Uta no Prince-sama: Repeat,うたの☆プリンスさまっ♪Ｒｅｐｅａｔ,ULJM 05905
Redump,Uta no Prince-sama - Sweet Serenade (Japan),Uta no Prince-sama: Sweet Serenade,うたの☆プリンスさまっ♪ −Sweet Serenade−,ULJM 05817
Redump,Uta no Prince-sama (Japan),Uta no Prince-sama,うたの☆プリンスさまっ♪,ULJM 05664
Redump,"Utawarerumono Portable (Japan, Asia)",Utawarerumono Portable,うたわれるもの　ポータブル,UCAS 40254
Redump,"Utawarerumono Portable (Japan, Asia)",Utawarerumono Portable,うたわれるもの　ポータブル,ULJM 05457
Redump,"Utawarerumono Portable (Japan, Asia)",Utawarerumono Portable,うたわれるもの　ポータブル,ULJM 05458
Redump,"V8 Supercars Australia 2 (Australia) (En,Fr,De,Es,It)",V8 Supercars Australia 2,,ULES-00042
Redump,"V8 Supercars Australia 3 - Shootout (Australia) (En,Fr,De,Es,It)",V8 Supercars Australia 3: Shootout,,ULES-00614
Redump,"Valhalla Knights (Europe) (En,Fr,De,Es,It)",Valhalla Knights,,ULES-00657
Redump,Valhalla Knights (Japan),Valhalla Knights,ヴァルハラナイツ,ULJS 00075
Redump,Valhalla Knights (Korea),Valhalla Knights,발할라 나이츠,ULKS 46133
Redump,Valhalla Knights (USA),Valhalla Knights,,ULUS-10230
Redump,Valhalla Knights 2 - Battle Stance (Japan),Valhalla Knights 2: Battle Stance,ヴァルハラナイツ２　バトルスタンス,ULJS 00196
Redump,Valhalla Knights 2 (Europe),Valhalla Knights 2,,ULES-01265
Redump,Valhalla Knights 2 (Japan),Valhalla Knights 2,ヴァルハラナイツ 2,ULJS 00138
Redump,Valhalla Knights 2 (USA),Valhalla Knights 2,,ULUS 10366
Redump,Valkyria Chronicles II (Europe),Valkyria Chronicles II,,ULES-01417
Redump,Valkyria Chronicles II (USA),Valkyria Chronicles II,,ULUS-10515
Redump,Valkyrie Profile - Lenneth (Europe),Valkyrie Profile: Lenneth,,ULES-00724
Redump,Valkyrie Profile - Lenneth (Japan),Valkyrie Profile: Lenneth,ヴァルキリープロファイル: レナス,ULJM 05101
Redump,Valkyrie Profile - Lenneth (Japan),Valkyrie Profile: Lenneth,ヴァルキリープロファイル: レナス,ULJM 05320
Redump,Valkyrie Profile - Lenneth (USA),Valkyrie Profile: Lenneth,,ULUS-10107
Redump,"Vampire Chronicle - The Chaos Tower (Japan) (En,Ja)",Vampire Chronicle: The Chaos Tower,ヴァンパイア クロニクル ザ カオス タワー,ULJM 05005
Redump,"Vampire Chronicle - The Chaos Tower (Japan) (En,Ja)",Vampire Chronicle: The Chaos Tower,ヴァンパイア クロニクル ザ カオス タワー,ULJM 08018
Redump,Vantage Master Portable (Japan),,,ULJM 05332
Redump,Vantage Master Portable (Japan),,,ULJM 05580
Redump,"Venus & Braves - Majo to Megami to Horobi no Yogen (Japan, Asia)",Venus & Braves: Majo to Megami to Horobi no Yogen,ヴィーナス＆ブレイブス　～魔女と女神と滅びの予言～,ULAS 42266
Redump,"Venus & Braves - Majo to Megami to Horobi no Yogen (Japan, Asia)",Venus & Braves: Majo to Megami to Horobi no Yogen,ヴィーナス＆ブレイブス　～魔女と女神と滅びの予言～,ULJS 00308
Redump,Viewtiful Joe - Battle Carnival (Japan),Viewtiful Joe: Battle Carnival,ビューティフル ジョー バトル カーニバル,ULJM-05080
Redump,"Viewtiful Joe - Red Hot Rumble (Europe) (En,Fr,De,Es,It)",Viewtiful Joe: Red Hot Rumble,,ULES-00256
Redump,Viewtiful Joe - Red Hot Rumble (USA),Viewtiful Joe: Red Hot Rumble,,ULUS-10087
Redump,Viorate no Atelier - Gramnad no Renkinjutsushi 2 - Gunjou no Omoide (Japan),Viorate no Atelier: Gramnad no Renkinjutsushi 2: Gunjou no Omoide,ヴィオラートのアトリエ　～グラムナートの錬金術士２～　群青の思い出,ULJM 05835
Redump,"Virtua Tennis - World Tour (Europe) (En,Fr,De,Es,It)",Virtua Tennis: World Tour,,ULES-00126
Redump,Virtua Tennis - World Tour (Korea),Virtua Tennis: World Tour,버추어 테니스 월드 투어,ULKS-46023
Redump,"Virtua Tennis - World Tour (USA) (En,Fr,De,Es,It)",Virtua Tennis: World Tour,,ULUS 10037
Redump,"Virtua Tennis 3 (Europe) (En,Fr,De,Es,It)",Virtua Tennis 3,,ULES-00763
Redump,"Virtua Tennis 3 (USA) (En,Ja,Fr,De,Es,It)",Virtua Tennis 3,,ULUS-10246
Redump,Vitamin R (Japan),Vitamin R,,ULJS 00592
Redump,Vitamin X - Detective B6 (Japan),,,ULJS 00470
Redump,Vitamin X - Evolution Plus (Japan),,,ULJS 00324
Redump,Vitamin X to Z (Japan),Vitamin X to Z,,ULJS 00346
Redump,Vitamin X to Z (Japan),Vitamin X to Z,,ULJS 00347
Redump,Vitamin Z Revolution (Japan),Vitamin Z Revolution,ビタミンＺ　レボリューション,ULJS 00277
Redump,Vulcanus - Seek & Destroy (Japan),,,ULJM 05187
Redump,Vulcanus - Seek & Destroy (Korea),Vulcanus: Seek & Destroy,불카누스,UCKS 45006
Redump,Wand of Fortune - Mirai e no Prologue - Portable (Japan),,,ULJM 05783
Redump,Wand of Fortune 2 - Jikuu ni Shizumu Mokushiroku (Japan),Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,ワンド　オブ　フォーチュン２　～時空に沈む黙示録～,ULJM 05834
Redump,Wand of Fortune II FD - Kimi ni Sasageru Epilogue (Japan),Wand of Fortune II FD: Kimi ni Sasageru Epilogue,ワンドオブフォーチュンⅡＦＤ～君に捧げるエピローグ～,ULJM 06193
Redump,Wand of Fortune Portable (Japan),Wand of Fortune Portable,ワンドオブフォーチュンポータブル,ULJM 05689
Redump,Wangan Midnight Portable (Japan),Wangan Midnight Portable,湾岸ミッドナイト　ポータブル,ULJM 05264
Redump,Wangan Midnight Portable (Japan),Wangan Midnight Portable,湾岸ミッドナイト　ポータブル,ULJM 05372
Redump,Warhammer - Battle for Atluma (USA),Warhammer: Battle for Atluma,,ULUS-10123
Redump,"Warhammer 40,000 - Squad Command (Europe) (En,Fr,De,Es,It)","Warhammer 40,000: Squad Command",,ULES-00873
Redump,"Warhammer 40,000 - Squad Command (USA) (En,Fr)","Warhammer 40,000: Squad Command",,ULUS-10313
Redump,Warning - Code de la Route (France),Warning: Code de la Route,,ULES-01103
Redump,"Warriors of the Lost Empire (Europe) (En,Fr,De,Es,It)",Warriors of the Lost Empire,,ULES-00924
Redump,"Warriors of the Lost Empire (USA) (En,Fr,Es)",Warriors of the Lost Empire,,ULUS-10309
Redump,Warriors Orochi (Europe),Warriors Orochi,,ULES-01054
Redump,Warriors Orochi (France),Warriors Orochi,,ULES-01055
Redump,"Warriors Orochi (Germany) (En,De)",Warriors Orochi,,ULES-01056
Redump,Warriors Orochi (USA),Warriors Orochi,,ULUS-10341
Redump,"Warriors Orochi 2 (Europe) (En,Fr)",Warriors Orochi 2,,ULES-01261
Redump,Warriors Orochi 2 (Germany),Warriors Orochi 2,,ULES-01262
Redump,Warriors Orochi 2 (USA) (Beta) (2009-05-07),Warriors Orochi 2,,ULUS-10423
Redump,"Warriors Orochi 2 (USA) (En,Fr)",Warriors Orochi 2,,ULUS-10423
Redump,"Warriors, The (Europe)",The Warriors,,ULES-00483
Redump,"Warriors, The (USA)",The Warriors,,ULUS-10213
Redump,Warship Gunner 2 Portable (Japan),Warship Gunner 2 Portable,ウォーシップガンナー２　ポータブル,ULJM 05553
Redump,Weiss Schwarz Portable - 2 Turn-me (Japan),Weiss Schwarz Portable: 2 Turn-me,ヴァイスシュヴァルツ　ポータブル　２ターン目,ULJS 00427
Redump,Weiss Schwarz Portable - Boost Schwarz (Japan),Weiss Schwarz Portable: Boost Schwarz,ヴァイスシュヴァルツ　ポータブル　ブーストシュヴァルツ,ULJS 00420
Redump,Weiss Schwarz Portable - Boost Weiss (Japan),Weiss Schwarz Portable: Boost Weiss,ヴァイスシュヴァルツ　ポータブル　ブーストヴァイス,ULJS 00421
Redump,"What Did I Do to Deserve This, My Lord! 2 (Europe) (En,Fr)","What Did I Do to Deserve This, My Lord!? 2",,ULES-01418
