Release Type,Name,Domestic Title,Overseas Title,Product No.,Date,Hardware Designation,Company Code,Disc Type,Version,I/O Devices,Region
Redump,Ground Zero Texas (Europe) (Disc 1),GROUND ZERO TEXAS,GROUND ZERO TEXAS,T-93145,1993.NOV,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Ground Zero Texas (Europe) (Disc 2),GROUND ZERO TEXAS,GROUND ZERO TEXAS,T-93145,1993.NOV,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Ground Zero Texas (USA) (Disc 1),GROUND ZERO TEXAS,GROUND ZERO TEXAS,T-93145,1993.NOV,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Ground Zero Texas (USA) (Disc 2),GROUND ZERO TEXAS,GROUND ZERO TEXAS,T-93145,1993.NOV,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Ground Zero Texas (USA) (Disc 2) (Alt),GROUND ZERO TEXAS,GROUND ZERO TEXAS,T-93145,1993.NOV,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Gyuwambler Jiko Chuushinha 2 - Gekitou! Tokyo Mahjongland-hen (Japan),ぎゅわんぶらあ自己中心派２,,T-45044,1992.DEC,SEGA MEGA DRIVE,(C)T-45,GM,0,JC,J
Redump,Heart of the Alien - Out of This World Parts I and II (USA) (RE),HEART OF THE ALIEN,HEART OF THE ALIEN,T-70025,1994.AUG,SEGA GENESIS,(C)T-70,GM,0,J,U
Redump,Heavenly Symphony - Formula One World Championship 1993 (Japan),FOMULA ONE WORLDCHAMPIONSHIP 1,,G-6034,1994.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Heavy Nova (Japan),HEAVY NOVA CD,HEAVY NOVA CD,T-22014,1991.DEC,SEGA MEGA DRIVE,(C)T-22,GM,0,J,J
Redump,Heimdall (Japan),HEIMDALL,HEIMDALL,T-60054,1994.JAN,SEGA MEGA DRIVE,(C)T-60,GM,0,J,J
Redump,Heimdall (USA),HEIMDALL,HEIMDALL,T-60145,1994.MAY,SEGA GENESIS,(C)T-60,GM,0,J,U
Redump,Hook (Europe),HOOK,HOOK,T-93055,1993.MAY,SEGA MEGA DRIVE,(C)T-98,GM,0,J,E
Redump,Hook (USA),HOOK,HOOK,T-06205,1992.DEC,SEGA GENESIS,(C)T-98,GM,56,J,U
Redump,Hook (USA) (Alt),HOOK,HOOK,T-06205,1992.DEC,SEGA GENESIS,(C)T-98,GM,56,J,U
Redump,"IIIrd World War, The (Japan)",THE 3RD WORLD WAR,THE 3RD WORLD WAR,T-22034,1993.OCT,SEGA MEGA DRIVE,(C)T-22,GM,0,J,J
Redump,Iron Helix (USA),IRON HELIX,IRON HELIX,T-124015,1994.AUG,SEGA GENESIS,(C)T-124,GM,0,J6,U
Redump,Ishii Hisaichi no Daiseikai (Japan),DAISEIKAI,DAISEIKAI,MK-6016,1993.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,"Jaguar XJ220 (Europe) (En,Ja)",JAGUAR XJ220,JAGUAR XJ220,T-60094,1993.JAN,SEGA MEGA DRIVE,(C)T-98,GM,0,J,E
Redump,"Jaguar XJ220 (Japan) (En,Ja)",JAGUAR XJ220,JAGUAR XJ220,T-60094,1993.JAN,SEGA MEGA DRIVE,(C)T-98,GM,,J,J
Redump,Jaguar XJ220 (USA),JAGUAR XJ220,JAGUAR XJ220,T-6406-0,1993.JAN,SEGA GENESIS,(C)T-07,GM,,J,U
Redump,Jangou World Cup (Japan),JONGO WORLD CUP,JONGO WORLD CUP,T-60124,1993.AUG,SEGA MEGA DRIVE,(C)T-60,GM,0,J,J
Redump,Jeopardy! (USA),JEOPARDY!,JEOPARDY!,T-93095,1994.OCT,SEGA GENESIS,(C)T-93,GM,0,4,U
Redump,Joe Montana's NFL Football (USA),JOE MONTANA FOOTBALL,JOE MONTANA FOOTBALL,MK-4201,1993.OCT,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Jurassic Park (Europe),JURASSIC PARK PAL,JURASSIC PARK PAL,MK-4411,1994.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Jurassic Park (Europe) (Rerelease),JURASSIC PARK PAL,JURASSIC PARK PAL,MK-4411,1994.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Jurassic Park (France),JURASSIC PARK FRENCH,JURASSIC PARK FRENCH,MK-4411,1994.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Jurassic Park (Germany),JURASSIC PARK GERMAN,JURASSIC PARK GERMAN,MK-4411,1994.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Jurassic Park (Japan),JURASSIC PARK JAPANESE,JURASSIC PARK JAPANESE,G-6038,1994.AUG,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Jurassic Park (Spain),JURASSIC PARK SPANISH,JURASSIC PARK SPANISH,MK-4411,1994.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Jurassic Park (USA) (RE),JURASSIC PARK,JURASSIC PARK,MK-4411,1993.DEC,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Kamen Rider ZO (Japan),KAMEN RIDER ZO,KAMEN RIDER ZO,T-141014,1994.JAN,SEGA MEGA DRIVE,(C)T-49,GM,0,J,J
Redump,Keio Flying Squadron (Europe),KEIO YUUGEKITAI,KEIO FLYING SQUADRON,T-60185,1994.OCT,SEGA GENESIS,(C)T-60,GM,0,J6,E
Redump,Keio Flying Squadron (USA),KEIO YUUGEKITAI,KEIO FLYING SQUADRON,T-60185,1994.OCT,SEGA GENESIS,(C)T-60,GM,0,J6,U
Redump,Keiou Yuugekitai (Japan),KEIO YUUGEKITAI,KEIO YUUGEKITAI,T-60114,1993.AUG,SEGA MEGA DRIVE,(C)T-60,GM,0,J,J
Redump,Kids on Site (Europe) (RE-1),KIDS ON SITE,KIDS ON SITE,T-162015,1994.NOV,SEGA MEGA DRIVE,(C)T-162,GM,50,J6,E
Redump,Kids on Site (USA),KIDS ON SITE,KIDS ON SITE,T-162015,1994.NOV,SEGA GENESIS,(C)T-162,GM,0,J6,U
Redump,"Lawnmower Man, The (Europe)",THE LAWNMOWER MAN,THE LAWNMOWER MAN,T-160015,1994,SEGA GENESIS,(C)T-16,GM,1,J,U
Redump,"Lawnmower Man, The (USA)",THE LAWNMOWER MAN,THE LAWNMOWER MAN,T-160015,1994,SEGA GENESIS,(C)T-16,GM,1,J,U
Redump,Lethal Enforcers (Europe),LETHAL ENFORCERS,LETHAL ENFORCERS,T-95015,1993.OCT,SEGA MEGA DRIVE,(C)T-95,GM,0,J,E
Redump,Lethal Enforcers (Japan),LETHAL ENFORCERS,LETHAL ENFORCERS,T-95014,1993.OCT,SEGA MEGA DRIVE,(C)T-95,GM,0,J,J
Redump,Lethal Enforcers (USA),LETHAL ENFORCERS,LETHAL ENFORCERS,T-95015,1993.OCT,SEGA GENESIS,(C)T-95,GM,0,J,U
Redump,Lethal Enforcers (USA) (Alt),LETHAL ENFORCERS,LETHAL ENFORCERS,T-95015,1993.OCT,SEGA GENESIS,(C)T-95,GM,0,J,U
Redump,Lethal Enforcers II - Gun Fighters (Europe),LETHAL ENFORCERS II THE WESTER,LETHAL ENFORCERS II GUN FIGHTE,T-95025,1994.OCT,SEGA MEGA DRIVE,(C)T-95,GM,0,J,E
Redump,Lethal Enforcers II - Gun Fighters (USA),LETHAL ENFORCERS II THE WESTER,LETHAL ENFORCERS II GUN FIGHTE,T-95025,1994.OCT,SEGA GENESIS,(C)T-95,GM,0,J,U
Redump,Lethal Enforcers II - The Western (Japan),LETHAL ENFORCERS II THE WESTER,LETHAL ENFORCERS II GUN FIGHTE,T-95034,1994.OCT,SEGA MEGA DRIVE,(C)T-95,GM,0,J,J
Redump,Links - The Challenge of Golf (USA),"LINKS, THE CHALLENGE OF GOLF","LINKS, THE CHALLENGE OF GOLF",T-70095,1994.SEP,SEGA GENESIS,(C)T-70,GM,0,JM,U
Redump,Links - The Challenge of Golf (USA) (RE),"LINKS, THE CHALLENGE OF GOLF","LINKS, THE CHALLENGE OF GOLF",T-70095,1994.SEP,SEGA GENESIS,(C)T-70,GM,0,JM,U
Redump,"Loadstar - The Legend of Tully Bodine (USA, Brazil)",LOADSTAR - THE LEGEND OF TULLY,LOADSTAR - THE LEGEND OF TULLY,T-153015,94.OCT,SEGA GENESIS,(C)T-153,GM,0,J6,U
Redump,Lords of Thunder (Europe),WINDS OF THUNDER,LORDS OF THUNDER,T-14303,1995.Apr,SEGA MEGA DRIVE,(C)T-14,GM,-5,J,E
Redump,Lords of Thunder (USA),WINDS OF THUNDER,LORDS OF THUNDER,MK-4449,1995.MAR,SEGA GENESIS,(C)SEGA,GM,,J,U
Redump,Lunar - Eternal Blue (Japan),LUNAR2,LUNAR2,T-45074,1994.NOV,SEGA MEGA DRIVE,(C)T-45,GM,0,J,J
Redump,Lunar - Eternal Blue (Japan) (Rev A),LUNAR2,LUNAR2,T-45074,1994.DEC,SEGA MEGA DRIVE,(C)T-45,GM,1,J,J
Redump,Lunar - Eternal Blue (USA) (RE),LUNAR -ETERNAL BLUE-,LUNAR -ETERNAL BLUE-,T-127045,95.AUG,SEGA GENESIS,T-127 19,GM,0,J,U
Redump,Lunar - The Silver Star (Japan),ＬＵＮＡＲ,,T-45014,1992.JUN,SEGA MEGA DRIVE,(C)T-45,GM,0,JC,J
Redump,Lunar - The Silver Star (USA),LUNAR,LUNAR,T-127015,1993.SEP,SEGA GENESIS,(C)T-12,GM,0,J,U
Redump,Lunar - The Silver Star (USA) (RE),LUNAR,LUNAR,T-127015,1993.SEP,SEGA GENESIS,(C)T-12,GM,0,J,U
Redump,Mad Dog II - The Lost Gold (USA),MAD DOG II THE LOST GOLD,MAD DOG II THE LOST GOLD,T-111065,1995.MAR,SEGA GENESIS,(C)T-111,GM,0,JMG,U
Redump,Mad Dog McCree (USA),MAD DOG MCCREE,MAD DOG MCCREE,T-11105,1993.OCT,SEGA GENESIS,(C)T-111,GM,0,JMG,U
Redump,Mahou no Shoujo - Silky Lip (Japan),魔法の少女シルキーリップ,Magical princessSilky Lip,T-49024,1992.MAR,SEGA MEGA DRIVE,(C)T-49,GM,0,J,J
Redump,Make My Video - INXS (Europe),MAKE MY VIDEO -- INXS,MAKE MY VIDEO -- INXS,MK-4902,1993.AUG,SEGA MEGA DRIVE,(C)SEGA,GM,1,J,E
Redump,Make My Video - INXS (USA),MAKE MY VIDEO -- INXS,MAKE MY VIDEO -- INXS,MK-4902,1993.JAN,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Make My Video - Kris Kross (Europe),MAKE MY VIDEO -- KRIS KROSS,MAKE MY VIDEO -- KRIS KROSS,MK-4901,1993.JUN,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Mansion of Hidden Souls (USA),MANSION OF HIDDEN SOULS,MANSION OF HIDDEN SOULS,T- 23015,1994.JAN,SEGA GENESIS,(C)T-23,GM,-,JM,U
Redump,Marko (USA) (Unl),SEGA CD SAMPLE APP. WRITTEN BY,SEGA CD SAMPLE APP. WRITTEN BY,MK-xxxx,1993.MAY,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,"Marko's Magic Football (Europe) (En,Fr,De,Es)",MARKOS MAGIC FOOTBALL PUBLISHE,MARKOS MAGIC FOOTBALL PUBLISHE,T-88025,1995.JUN,SEGA MEGADRIVE,(C)T-88,GM,5,J,E
Redump,Mary Shelley's Frankenstein (USA),MARY SHELLEY`S FRANKENSTEIN,MARY SHELLEY`S FRANKENSTEIN,T-93155,1994.OCT,SEGA GENESIS,(C)T-93,GM,0,J,U
Redump,"Masked Rider, The - Kamen Rider ZO (USA)",KAMEN RIDER ZO,THE MASKED RIDER: KAMEN RIDER,MK-4444,1994.AUG,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Mega Schwarzschild (Japan),MEGA Schwarzschild,MEGA Schwarzschild,G-6020,1993.JUN,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,MegaRace (USA),MEGARACE,MEGARACE,T-87025,1994.DEC,SEGA GENESIS,(C)T-87,GM,0,J,U
Redump,Mickey Mania - The Timeless Adventures of Mickey Mouse (USA),MICKEY MANIA,MICKEY MANIA,T-93265,1994.SEP,SEGA GENESIS,(C)T-93,GM,0,J,U
Redump,Mickey Mania (Europe),MICKEY MANIA,MICKEY MANIA,T-93305,1994.SEP,SEGA MEGA DRIVE,(C)T-93,GM,0,J,E
Redump,Microcosm (Europe),MICROCOSM,MICROCOSM,T-11301,1993.NOV,SEGA MEGA DRIVE,(C)T-113,GM,0,J,E
Redump,Microcosm (Europe) (Alt),MICROCOSM,MICROCOSM,T-11301,1993.NOV,SEGA MEGA DRIVE,(C)T-113,GM,0,J,E
Redump,Microcosm (Japan),MICROCOSM,MICROCOSM,T-60164,1994.FEB,SEGA MEGA DRIVE,(C)T-60,GM,0,J,J
Redump,Microcosm (USA),MICROCOSM,MICROCOSM,T-11301,1993.DEC,SEGA GENESIS,(C)T-113,GM,0,J,U
Redump,Midnight Raiders (Europe),MIDNIGHT RAIDERS,MIDNIGHT RAIDERS,MK-4439,1995.APR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Midnight Raiders (USA),MIDNIGHT RAIDERS,MIDNIGHT RAIDERS,MK-4439,1994.DEC,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Might and Magic III - Isles of Terra (Japan),MIGHT AND MAGIC3,MIGHT AND MAGIC3,T-68024,1993.OCT,SEGA MEGA DRIVE,(C)T-68,GM,0,JM,J
Redump,Mighty Mighty Missile (USA) (Unl),MIGHTY_MIGHTY_MISSILE,MIGHTY_MIGHTY_MISSILE,MK-4407,2005.SEP,SEGA GENESIS,(C)EVMD,GM,0,J,U
Redump,Mighty Morphin Power Rangers (Europe),MIGHTY MORPHIN POWER RANGERS,MIGHTY MORPHIN POWER RANGERS,MK-4442,1994.OCT,SEGA GENESIS,(C)SEGA,GM,0,J,E
Redump,Mighty Morphin Power Rangers (USA),MIGHTY MORPHIN POWER RANGERS,MIGHTY MORPHIN POWER RANGERS,MK-4442,1994.OCT,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Mortal Kombat (Europe),MORTAL KOMBAT,MORTAL KOMBAT,T-81025,1994.MAY,SEGA GENESIS,(C)T-81,GM,0,J6L,E
Redump,Mortal Kombat (USA),MORTAL KOMBAT,MORTAL KOMBAT,T-81025,1994.MAY,SEGA GENESIS,(C)T-81,GM,0,J6L,U
Redump,Mortal Kombat Kanzenban (Japan),MORTAL KOMBAT,MORTAL KOMBAT,T-81025,1994.MAY,SEGA GENESIS,(C)T-81,GM,0,J6L,J
Redump,My Paint (USA),MYPAINT SEGA CD,MYPAINT MEGA CD,T-109015,1994.MH,SEGA MEGA DRIVE,(C)T-109,AI,0,"J,M",U
Redump,NBA Jam (Europe),NBAJAM          RAM,NBAJAM          RAM,T-81035,1994.SEP,SEGA MEGA DRIVE,(C)T-81,GM,0,J4,E
Redump,NBA Jam (Japan),NBAJAM          RAM,NBAJAM          RAM,T-81035,1994.SEP,SEGA MEGA DRIVE,(C)T-81,GM,0,J4,J
Redump,NBA Jam (USA),NBAJAM          RAM,NBAJAM          RAM,T-81035,1994.SEP,SEGA GENESIS,(C)T-81,GM,0,J,U
Redump,NFL Football Trivia Challenge (USA),NFL TRIVIA CHALLENGE,NFL TRIVIA CHALLENGE,T-135015,1994.NOV,SEGA GENESIS,(C)T-13,GM,0,J,U
Redump,NFL's Greatest - San Francisco vs. Dallas 1978-1993 (USA),N.F.L.'S GREATEST SAN FRANCISC,N.F.L.'S GREATEST SAN FRANCISC,MK-4202,1993.DEC,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,NHL '94 (USA),NHL HOCKEY 94,NHL HOCKEY 94,T-50015,1993.NOV,SEGA GENESIS,(C)T-50,GM,0,J,U
Redump,NHL Hockey '94 (Europe),NHL HOCKEY 94,NHL HOCKEY 94,T-50015,1993.NOV,SEGA MEGADRIVE,(C)T-50,GM,0,J,E
Redump,"Night Striker (Japan, Korea)",NIGHT STRIKER,NIGHT STRIKER,T-11014,1993.MAY,SEGA MEGA DRIVE,(C)T-11,GM,0,JAC,J
Redump,Night Trap (Europe) (Disc 1),,NIGHT TRAP,MK-4903,1993.APR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Night Trap (Europe) (Disc 1) (Mega-CD 32X),NIGHT TRAP,DISK1,T-16202F,1995.JAN,SEGA 32X,(C)T-162,GM,50,J,E
Redump,Night Trap (Europe) (Disc 2),,NIGHT TRAP,MK-4903,1993.APR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Night Trap (Europe) (Disc 2) (Mega-CD 32X),NIGHT TRAP,DISK2,T-16202F,1995.JAN,SEGA 32X,(C)T-162,GM,50,J,E
Redump,Night Trap (France) (Disc 1),NIGHT TRAP,DISK1,MK-4903,1994.APR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Night Trap (France) (Disc 2),NIGHT TRAP,DISK2,MK-4903,1994.APR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Night Trap (Japan) (Disc 1),NIGHT TRAP,DISK1,G-6025,1993.OCT,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Night Trap (Japan) (Disc 2),NIGHT TRAP,DISK2,G-6025,1993.OCT,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Night Trap (USA) (Disc 1) (Rerelease),NIGHT TRAP,DISK1,T-162105,1994.DEC,SEGA GENESIS,(C)T-162,GM,0,J,U
Redump,Night Trap (USA) (Disc 1) (Rerelease) (Alt),NIGHT TRAP,DISK1,T-162105,1994.DEC,SEGA GENESIS,(C)T-162,GM,0,J,U
Redump,Night Trap (USA) (Disc 1) (Sega CD 32X) (RE-1),NIGHT TRAP,DISK1,T-16202F,1994.DEC,SEGA 32X,(C)T-162,GM,0,J,U
Redump,Night Trap (USA) (Disc 2) (Rerelease),NIGHT TRAP,DISK2,T-162105,1994.DEC,SEGA GENESIS,(C)T-162,GM,0,J,U
Redump,Night Trap (USA) (Disc 2) (Rerelease) (Alt),NIGHT TRAP,DISK2,T-162105,1994.DEC,SEGA GENESIS,(C)T-162,GM,0,J,U
Redump,Night Trap (USA) (Disc 2) (Sega CD 32X) (RE-1),NIGHT TRAP,DISK2,T-16202F,1994.DEC,SEGA 32X,(C)T-162,GM,0,J,U
Redump,"Ninja Warriors, The (Japan)",THE NINJA WARRIORS,THE NINJA WARRIORS,T-11024,1993.MAR,SEGA MEGA DRIVE,(C)T-11,GM,0,JC,J
Redump,Nobunaga no Yabou - Haouden (Japan),信長の野望・覇王伝ECTION,ECTION,T-76024,1994.FEB,SEGA MEGA DRIVE,(C)T-76,GM,0,JM,J
Redump,Nostalgia 1907 - In North Atlantic Sea (Japan),NOSTALGIA 1907 BY TAKERU,NOSTALGIA 1907 BY TAKERU,0,1991.NOV,SEGA MEGA DRIVE,(C)SEGA,XX,0,J,J
Redump,Note! Color Mechanica (USA) (Unl),NOTE! / BATSLY ADAMS - COLOR M,NOTE! / BATSLY ADAMS - COLOR M,T-00012,2013.JAN,SEGA GENESIS,(C)T-BA,GM,0,J,U
Redump,Note! Color Mechanica (USA) (Unl) (Alt),NOTE! / BATSLY ADAMS - COLOR M,NOTE! / BATSLY ADAMS - COLOR M,T-00012,2013.JAN,SEGA GENESIS,(C)T-BA,GM,0,J,U
Redump,Novastorm (Europe),NOVASTORM,NOVASTORM,T-113065,1994.NOV,SEGA MEGA DRIVE,(C)T-113,GM,0,J,E
Redump,Novastorm (USA),NOVASTORM,NOVASTORM,T-113025,1994.NOV,SEGA GENESIS,(C)T-113,GM,0,J,U
Redump,Panic! (USA) (RE),SWITCH,PANIC!,T-13015,1994.SEP,SEGA GENESIS,(C)T-13,GM,0,J6M,U
Redump,Pier Solar and the Great Architects - The Definitive Original Soundtrack (Europe) (Disc 4) (Enhanced Soundtrack Disc),PIERSOLAR& THE GREAT ARCHITEC,PIERSOLAR& THE GREAT ARCHITEC,T-5740??,2010.AUG,SEGA MEGA DRIVE,(c)T574,GM,1,J,J
Redump,Pier Solar and the Great Architects Enhanced Soundtrack Disc (USA),PIERSOLAR& THE GREAT ARCHITEC,PIERSOLAR& THE GREAT ARCHITEC,T-5740??,2010.AUG,SEGA MEGA DRIVE,(c)T574,GM,1,J,J
Redump,Pitfall - The Mayan Adventure (Europe),PITFALL,PITFALL,T-130025,1994.NOV,SEGA MEGA DRIVE,(C)T130,GM,50,J6,E
Redump,Pitfall - The Mayan Adventure (USA),PITFALL,PITFALL,T-130025,1994.NOV,SEGA GENESIS,(C)T130,GM,0,J6,U
Redump,Popful Mail (USA) (RE),Popful MAIL,Popful MAIL,T-127035,95.JAN,SEGA GENESIS,T-127 19,GM,0,J,U
